code,id
200000172,0
200000438,1
200000545,2
200000628,3
200000800,4
200000925,5
200000933,6
200004802,7
200005932,8
200005957,9
200006682,10
200006716,11
200006930,12
200006971,13
200007052,14
200007177,15
200010650,16
200010700,17
200011773,18
200011781,19
200012060,20
200013050,21
200015162,22
200016905,23
200017341,24
200017846,25
200018083,26
200018166,27
200018406,28
200018521,29
200018653,30
200022986,31
200023075,32
200023125,33
200023240,34
200023299,35
200023307,36
200023372,37
200023414,38
200023620,39
200023737,40
200023778,41
200023794,42
200023919,43
200026573,44
200027027,45
200027076,46
200027100,47
200027183,48
200027217,49
200027308,50
200027548,51
200029734,52
200029999,53
200030195,54
200030385,55
200030435,56
200030526,57
200030633,58
200030658,59
200030674,60
200032514,61
200033025,62
200033090,63
200033116,64
200033173,65
200033181,66
200033207,67
200033298,68
200033579,69
200033827,70
200033868,71
200034023,72
200034031,73
200034049,74
200034056,75
200034064,76
200034098,77
200034130,78
200034197,79
200034205,80
200034270,81
200034379,82
200034411,83
200034601,84
200034635,85
200034692,86
200034700,87
200034718,88
200034726,89
200034825,90
200034833,91
200034874,92
200034882,93
200034957,94
200035087,95
200035103,96
200035111,97
200035129,98
200035137,99
200035202,100
200035319,101
200035327,102
200035442,103
200035459,104
200035533,105
200035541,106
200035632,107
200035665,108
200035707,109
200035715,110
200035723,111
200035731,112
200035756,113
200035764,114
200035772,115
200035814,116
200035848,117
200035855,118
200035863,119
200035970,120
200036069,121
200036077,122
200036135,123
200036150,124
200036465,125
200036473,126
200036499,127
200036523,128
200036549,129
200036572,130
200037059,131
200037133,132
200038958,133
200038990,134
200039022,135
200039055,136
200039063,137
200039204,138
200039519,139
200039642,140
200039709,141
200039758,142
200039808,143
200039824,144
200039832,145
200039857,146
200039865,147
200039907,148
200039915,149
200039931,150
200039949,151
200040038,152
200040095,153
200040111,154
200040137,155
200040178,156
200040202,157
200040210,158
200040244,159
200040251,160
200040277,161
200040293,162
200040350,163
200040384,164
200040392,165
200040400,166
200040418,167
200040426,168
200040442,169
200040459,170
200040475,171
200040491,172
200040509,173
200040558,174
200040566,175
200040574,176
200040590,177
200040624,178
200040657,179
200040681,180
200040715,181
200040764,182
200040772,183
200040798,184
200040814,185
200040830,186
200040889,187
200040905,188
200040947,189
200040954,190
200041010,191
200041051,192
200041150,193
200041168,194
200041283,195
200041317,196
200041325,197
200041333,198
200041366,199
200041416,200
200041440,201
200041465,202
200041499,203
200041507,204
200041515,205
200041523,206
200041556,207
200041572,208
200041614,209
200041622,210
200041630,211
200041689,212
200041721,213
200041762,214
200041788,215
200041853,216
200041861,217
200041879,218
200041887,219
200041960,220
200041994,221
200042000,222
200042174,223
200042182,224
200042190,225
200042372,226
200042414,227
200042463,228
200042497,229
200042604,230
200042620,231
200042646,232
200042653,233
200042703,234
200042729,235
200042901,236
200042935,237
200042943,238
200042992,239
200043016,240
200043065,241
200043081,242
200043123,243
200043156,244
200043172,245
200043263,246
200043321,247
200043354,248
200043396,249
200043404,250
200043438,251
200043495,252
200043602,253
200043628,254
200043693,255
200043776,256
200043974,257
200043982,258
200043990,259
200044014,260
200044030,261
200044048,262
200044253,263
200044394,264
200044469,265
200044618,266
200044691,267
200046977,268
200048551,269
200049187,270
200049211,271
200049484,272
200050532,273
200054781,274
200054807,275
200055481,276
200055655,277
200055887,278
200056232,279
200056380,280
200057859,281
200057958,282
200058360,283
200058477,284
200058485,285
200058519,286
200058782,287
200059228,288
200059392,289
200059400,290
200059871,291
200059889,292
200060010,293
200060457,294
200060465,295
200060473,296
200065563,297
200065589,298
200065597,299
200065647,300
200065787,301
200065886,302
200065894,303
200065928,304
200066009,305
200066017,306
200066025,307
200066033,308
200066041,309
200066058,310
200066108,311
200066116,312
200066124,313
200066132,314
200066140,315
200066157,316
200066165,317
200066173,318
200066223,319
200066231,320
200066280,321
200066322,322
200066330,323
200066348,324
200066355,325
200066363,326
200066371,327
200066389,328
200066405,329
200066413,330
200066462,331
200066512,332
200066520,333
200066553,334
200066561,335
200066587,336
200066603,337
200066637,338
200066645,339
200066652,340
200066660,341
200066678,342
200066710,343
200066728,344
200066744,345
200066751,346
200066769,347
200066777,348
200066785,349
200066793,350
200066801,351
200066819,352
200066827,353
200066835,354
200066850,355
200066868,356
200066876,357
200066884,358
200066892,359
200066918,360
200066926,361
200066975,362
200067023,363
200067031,364
200067049,365
200067064,366
200067072,367
200067080,368
200067106,369
200067114,370
200067122,371
200067130,372
200067155,373
200067163,374
200067171,375
200067189,376
200067197,377
200067205,378
200067213,379
200067221,380
200067239,381
200067247,382
200067254,383
200067262,384
200067288,385
200067296,386
200067304,387
200067320,388
200067346,389
200067361,390
200067379,391
200067429,392
200067437,393
200067445,394
200067452,395
200067460,396
200067478,397
200067486,398
200067502,399
200067510,400
200067544,401
200067551,402
200067593,403
200067627,404
200067635,405
200067643,406
200067650,407
200067668,408
200067676,409
200067684,410
200067692,411
200067700,412
200067742,413
200067759,414
200067767,415
200067783,416
200067791,417
200067817,418
200067825,419
200067841,420
200067866,421
200067874,422
200067882,423
200067890,424
200067908,425
200067916,426
200067924,427
200067932,428
200067940,429
200067957,430
200067965,431
200067973,432
200067981,433
200067999,434
200068005,435
200068047,436
200068070,437
200068088,438
200068096,439
200068104,440
200068112,441
200068120,442
200068146,443
200068229,444
